Component,Lambda,Metric,Value,CI
P,64.00,rt,4.325857,0.09027719273300587
P,64.00,thr,1.198842,0.002592508745901382
P,64.00,util,0.838115,0.0024004454792474032
P,64.00,wait,3.626652,0.08962727218049946
System,64.00,pop,32.792274,1.0103747527277318
System,64.00,rt,27.305145,0.7970370198501092
System,64.00,thr,1.198835,0.002593626168940152
System,64.00,util,0.999177,1.118909451434376E-4
A,65.00,pop,8.776443,0.2717632874701959
A,65.00,rt,2.436185,0.07239779629478213
A,65.00,thr,3.596481,0.007335529471422466
A,65.00,util,0.898773,0.0022157398258548515
A,65.00,wait,2.186272,0.07221861589079312
B,65.00,pop,18.972551,0.8375281832266196
B,65.00,rt,15.790296,0.6736378815546884
B,65.00,thr,1.198845,0.00253964396023573
B,65.00,util,0.956202,0.002571991423157499
B,65.00,wait,14.990543,0.6725619444040101
P,65.00,pop,5.170183,0.10894218237695907
P,65.00,rt,4.309345,0.08614376373715286
P,65.00,thr,1.198842,0.0025919831279468644
P,65.00,util,0.838108,0.0023987085522363433
P,65.00,wait,3.610140,0.08546418224123423
System,65.00,pop,32.914382,1.0244573468333762
System,65.00,rt,27.406421,0.8083776618047285
System,65.00,thr,1.198835,0.002593506896799199
System,65.00,util,0.999180,1.116855841274923E-4
A,66.00,pop,8.766282,0.2712871809065601
A,66.00,rt,2.433373,0.07225411902129186
A,66.00,thr,3.596483,0.007346178285649127
A,66.00,util,0.898772,0.002218501988023032
A,66.00,wait,2.183460,0.0720758974556979
B,66.00,pop,19.094222,0.8498447498962856
B,66.00,rt,15.891427,0.6835594907405582
B,66.00,thr,1.198844,0.0025364630034554214
B,66.00,util,0.956318,0.0025760817951131503
B,66.00,wait,15.091674,0.6824885060968581
P,66.00,pop,5.178844,0.11033239543934878
P,66.00,rt,4.316638,0.0874167768825026
P,66.00,thr,1.198841,0.0025892792808780004
P,66.00,util,0.838112,0.0024001806716661233
P,66.00,wait,3.617433,0.08674450933097635
System,66.00,pop,33.034649,1.0355846961506188
System,66.00,rt,27.506400,0.8175780857870221
System,66.00,thr,1.198835,0.0025905898576804253
System,66.00,util,0.999180,1.1170863534337914E-4
A,67.00,pop,8.777864,0.273641371036698
A,67.00,rt,2.436545,0.07288508506066423
A,67.00,thr,3.596481,0.007336896804486443
A,67.00,util,0.898774,0.002216476321745463
A,67.00,wait,2.186633,0.07270866576365911
B,67.00,pop,19.244131,0.8728817226081905
B,67.00,rt,16.015976,0.7027803484861324
B,67.00,thr,1.198845,0.0025392565045009585
B,67.00,util,0.956443,0.0025823142831850063
B,67.00,wait,15.216223,0.7017104680114621
P,67.00,pop,5.173859,0.10963244247845445
P,67.00,rt,4.312359,0.08682424952660772
P,67.00,thr,1.198842,0.0025911454689656823
P,67.00,util,0.838115,0.002399380113414486
P,67.00,wait,3.613153,0.08614732586375098
System,67.00,pop,33.191361,1.0590468843823004
System,67.00,rt,27.636082,0.8375926215935149
System,67.00,thr,1.198835,0.0025936101700185957
System,67.00,util,0.999186,1.1273478101543174E-4
A,68.00,pop,8.777677,0.27484158138576636
A,68.00,rt,2.436476,0.07322270906799831
A,68.00,thr,3.596482,0.007340449799951033
A,68.00,util,0.898770,0.0022152860819111956
A,68.00,wait,2.186564,0.0730461303159902
B,68.00,pop,19.354136,0.8896821930394418
B,68.00,rt,16.107077,0.7167141375534709
B,68.00,thr,1.198846,0.0025435578037530664
B,68.00,util,0.956559,0.0025946515107250104
B,68.00,wait,15.307325,0.7156432945512786
P,68.00,pop,5.177036,0.11022798547714778
P,68.00,rt,4.315051,0.08732901915357348
P,68.00,thr,1.198844,0.0025996548083939653
P,68.00,util,0.838113,0.002398966999659731
P,68.00,wait,3.615846,0.08666229631886069
System,68.00,pop,33.304072,1.0760394560850066
System,68.00,rt,27.729789,0.8510808885373391
System,68.00,thr,1.198837,0.0026005712427841837
System,68.00,util,0.999185,1.1234843545896948E-4
A,69.00,pop,8.778981,0.2764830036738214
A,69.00,rt,2.436860,0.073678714664691
A,69.00,thr,3.596480,0.007333369708807519
A,69.00,util,0.898766,0.002215588867563373
A,69.00,wait,2.186947,0.07350340019429019
B,69.00,pop,19.507538,0.914084621281206
B,69.00,rt,16.233906,0.7365060587310345
B,69.00,thr,1.198845,0.002541958392661845
B,69.00,util,0.956703,0.0026057037207763913
B,69.00,wait,15.434154,0.7354385718900462
P,69.00,pop,5.179665,0.11158928860390349
P,69.00,rt,4.317148,0.08836587341162827
P,69.00,thr,1.198843,0.002596350247579795
P,69.00,util,0.838094,0.0023963884066429365
P,69.00,wait,3.617943,0.08770554528478425
System,69.00,pop,33.461095,1.1007056503324624
System,69.00,rt,27.859722,0.8714017417624755
System,69.00,thr,1.198837,0.002599502190166083
System,69.00,util,0.999187,1.1237739299894205E-4
A,70.00,pop,8.793617,0.27907162495899734
A,70.00,rt,2.440864,0.07436940150172441
A,70.00,thr,3.596480,0.007332334861047389
A,70.00,util,0.898773,0.0022144365319332225
A,70.00,wait,2.190951,0.0741959430328306
B,70.00,pop,19.588093,0.9229234091476387
B,70.00,rt,16.301116,0.7440684740716594
B,70.00,thr,1.198846,0.002543327086364763
B,70.00,util,0.956773,0.002603232380850819
B,70.00,wait,15.501364,0.743000873520834
P,70.00,pop,5.179772,0.10914491752664089
P,70.00,rt,4.317210,0.08633769932549569
P,70.00,thr,1.198843,0.0025985838661298053
P,70.00,util,0.838110,0.002399056634810964
P,70.00,wait,3.618005,0.08566652281046432
System,70.00,pop,33.556388,1.1105924408568422
System,70.00,rt,27.938978,0.879903319051356
System,70.00,thr,1.198837,0.0026011297724034847
System,70.00,util,0.999197,1.1186155933708211E-4
A,71.00,pop,8.772661,0.27433149826995445
A,71.00,rt,2.435143,0.0731233725822402
A,71.00,thr,3.596480,0.007334656053875766
A,71.00,util,0.898769,0.0022145165665154233
A,71.00,wait,2.185231,0.07294785595950473
B,71.00,pop,19.682074,0.9442363461362139
B,71.00,rt,16.378327,0.7608463242466069
B,71.00,thr,1.198846,0.002542790245298524
B,71.00,util,0.956884,0.0026120573862134806
B,71.00,wait,15.578574,0.7597961980891568
P,71.00,pop,5.184255,0.10970373859503364
P,71.00,rt,4.320926,0.08681130321919375
P,71.00,thr,1.198844,0.002599465104679638
P,71.00,util,0.838106,0.0023967011406350815
P,71.00,wait,3.621720,0.08613472419755334
System,71.00,pop,33.633673,1.1254799407955638
System,71.00,rt,28.002782,0.8923136254562862
System,71.00,thr,1.198837,0.00260273620008699
System,71.00,util,0.999195,1.1107521292186478E-4
A,72.00,pop,8.784892,0.2772651649557501
A,72.00,rt,2.438428,0.07383337916290016
A,72.00,thr,3.596480,0.0073322643710779815
A,72.00,util,0.898774,0.0022165096931335187
A,72.00,wait,2.188516,0.07366318111378936
B,72.00,pop,19.776277,0.9525192122000947
B,72.00,rt,16.456623,0.7676032924956272
B,72.00,thr,1.198846,0.002544789234156147
B,72.00,util,0.956934,0.0026106897846291796
B,72.00,wait,15.656870,0.7665589997737235
P,72.00,pop,5.190819,0.1125925401127853
P,72.00,rt,4.326411,0.08917778494595265
P,72.00,thr,1.198845,0.0026037827334158947
P,72.00,util,0.838109,0.0023982026256154426
P,72.00,wait,3.627206,0.08851329973764924
System,72.00,pop,33.746206,1.1392915233736631
System,72.00,rt,28.096395,0.9031080365417145
System,72.00,thr,1.198838,0.002604889049588008
System,72.00,util,0.999191,1.1211226001260348E-4
A,73.00,pop,8.788108,0.27609759435554726
A,73.00,rt,2.439354,0.0735277685096358
A,73.00,thr,3.596478,0.007324507477853049
A,73.00,util,0.898773,0.0022140467846288227
A,73.00,wait,2.189441,0.07335945179401908
B,73.00,pop,19.878696,0.9668359797609
B,73.00,rt,16.542239,0.779251267724261
B,73.00,thr,1.198845,0.0025414046163059123
B,73.00,util,0.957033,0.002615525182557282
B,73.00,wait,15.742487,0.7782068791512796
P,73.00,pop,5.183015,0.10964453357222399
P,73.00,rt,4.319927,0.08696639911424466
P,73.00,thr,1.198844,0.00260085496806839
P,73.00,util,0.838113,0.0023986979543530237
P,73.00,wait,3.620722,0.0862753118835645
System,73.00,pop,33.844730,1.1522979904512156
System,73.00,rt,28.178298,0.9140917222059063
System,73.00,thr,1.198838,0.0026038235718121483
System,73.00,util,0.999195,1.1210961784722331E-4
A,74.00,pop,8.780441,0.2782790237914145
A,74.00,rt,2.437230,0.07413796300575759
A,74.00,thr,3.596478,0.007323582043455659
A,74.00,util,0.898756,0.0022128608675150395
A,74.00,wait,2.187317,0.07396841509577012
B,74.00,pop,19.983206,0.986177877594397
B,74.00,rt,16.628514,0.7944800375177047
B,74.00,thr,1.198845,0.002540697372466828
B,74.00,util,0.957125,0.002625380668165892
B,74.00,wait,15.828762,0.7934488852701521
P,74.00,pop,5.188297,0.11197386203874557
P,74.00,rt,4.324375,0.08871470350818772
P,74.00,thr,1.198845,0.002607267971149217
P,74.00,util,0.838109,0.0023978109351112014
P,74.00,wait,3.625169,0.08803808843858679
System,74.00,pop,33.946840,1.1719799553114432
System,74.00,rt,28.262663,0.9299172664003241
System,74.00,thr,1.198839,0.002609206272712864
System,74.00,util,0.999196,1.1178648209100956E-4
A,75.00,pop,8.783483,0.2782262807681898
A,75.00,rt,2.438060,0.07412084457181088
A,75.00,thr,3.596480,0.007331806836014345
A,75.00,util,0.898769,0.0022146375308062633
A,75.00,wait,2.188147,0.07395015435695242
B,75.00,pop,20.038779,0.9924704635560407
B,75.00,rt,16.674350,0.7996780609982511
B,75.00,thr,1.198846,0.0025459981695402133
B,75.00,util,0.957171,0.0026264820436487286
B,75.00,wait,15.874597,0.7986472053702149
P,75.00,pop,5.184803,0.11171515305985424
P,75.00,rt,4.321394,0.08851337886224536
P,75.00,thr,1.198846,0.0026083507762290114
P,75.00,util,0.838117,0.0023998784032312477
P,75.00,wait,3.622188,0.0878299048551156
System,75.00,pop,34.001933,1.1771143566570899
System,75.00,rt,28.308003,0.9341193609843451
System,75.00,thr,1.198839,0.002609437734309361
System,75.00,util,0.999198,1.1198644341412055E-4
A,76.00,pop,8.784873,0.2800017788709872
A,76.00,rt,2.438414,0.0745820262902313
A,76.00,thr,3.596479,0.007328473991545054
A,76.00,util,0.898742,0.0022181061982821113
A,76.00,wait,2.188501,0.0744101796787557
B,76.00,pop,20.089601,1.005600438471785
B,76.00,rt,16.716570,0.8103017040153667
B,76.00,thr,1.198845,0.002541540249070558
B,76.00,util,0.957242,0.0026301498389512796
B,76.00,wait,15.916818,0.8092776144831284
P,76.00,pop,5.183687,0.11144591008378725
P,76.00,rt,4.320506,0.08817555957499726
P,76.00,thr,1.198845,0.002606901370337894
P,76.00,util,0.838109,0.002399829625086909
P,76.00,wait,3.621300,0.0874910667563004
System,76.00,pop,34.052872,1.1919798955763692
System,76.00,rt,28.350395,0.9464929240319699
System,76.00,thr,1.198839,0.0026117183814195117
System,76.00,util,0.999197,1.1134836798795356E-4
A,77.00,pop,8.773984,0.2776080240981817
A,77.00,rt,2.435428,0.07394164570098755
A,77.00,thr,3.596480,0.007333127322886131
A,77.00,util,0.898750,0.00221334100781534
A,77.00,wait,2.185516,0.07377100927258873
B,77.00,pop,20.225123,1.0302324210047542
B,77.00,rt,16.828530,0.8307584342176716
B,77.00,thr,1.198846,0.0025441403733454508
B,77.00,util,0.957350,0.0026403714842864736
B,77.00,wait,16.028778,0.8297389653813078
P,77.00,pop,5.185581,0.11123247842666364
P,77.00,rt,4.322019,0.08798246724959048
P,77.00,thr,1.198846,0.0026096612589834277
P,77.00,util,0.838117,0.002402551911878015
P,77.00,wait,3.622814,0.0873021291929202
System,77.00,pop,34.179711,1.2140232735684156
System,77.00,rt,28.454932,0.9650200123764979
System,77.00,thr,1.198840,0.002613663506385837
System,77.00,util,0.999197,1.1168156901254955E-4
A,78.00,pop,8.793246,0.280782644368894
A,78.00,rt,2.440715,0.07479233339477566
A,78.00,thr,3.596478,0.007325263717774404
A,78.00,util,0.898773,0.002215123218801129
A,78.00,wait,2.190802,0.07462377082591784
B,78.00,pop,20.303115,1.0424258008628184
B,78.00,rt,16.893364,0.8411856641819134
B,78.00,thr,1.198846,0.002546135260617831
B,78.00,util,0.957414,0.002643902072071536
B,78.00,wait,16.093612,0.8401634014272243
P,78.00,pop,5.183409,0.1114323388073291
P,78.00,rt,4.320233,0.0881522143679095
P,78.00,thr,1.198847,0.0026138974610521505
P,78.00,util,0.838111,0.0024021806341728976
P,78.00,wait,3.621028,0.08746947288269254
System,78.00,pop,34.274601,1.2285644033702854
System,78.00,rt,28.533803,0.9772712229570869
System,78.00,thr,1.198841,0.0026172924854547617
System,78.00,util,0.999197,1.1178024525228798E-4
A,79.00,pop,8.798120,0.28301081961050073
A,79.00,rt,2.442058,0.07541130947553996
A,79.00,thr,3.596480,0.007331564032822364
A,79.00,util,0.898756,0.002215810705209985
A,79.00,wait,2.192145,0.07524325514476399
B,79.00,pop,20.345963,1.0610300213985626
B,79.00,rt,16.928716,0.856690869890651
B,79.00,thr,1.198847,0.0025490512077856044
B,79.00,util,0.957428,0.002649863478918358
B,79.00,wait,16.128964,0.8556641723187763
P,79.00,pop,5.183397,0.11303373347883701
P,79.00,rt,4.320165,0.08940792448085823
P,79.00,thr,1.198847,0.0026160000433636857
P,79.00,util,0.838115,0.002402225276857115
P,79.00,wait,3.620960,0.08872476441321663
System,79.00,pop,34.322550,1.2475681699213141
System,79.00,rt,28.573106,0.9931208296168305
System,79.00,thr,1.198841,0.0026184698421598553
System,79.00,util,0.999201,1.1134720611424624E-4
A,80.00,pop,8.796424,0.2820037965356738
A,80.00,rt,2.441583,0.07511921570218008
A,80.00,thr,3.596479,0.007330263856241532
A,80.00,util,0.898773,0.0022144537903614637
A,80.00,wait,2.191671,0.07495141487629454
B,80.00,pop,20.449656,1.0709035203746102
B,80.00,rt,17.014259,0.8646015646283626
B,80.00,thr,1.198847,0.0025487915034774905
B,80.00,util,0.957518,0.0026546657572633844
B,80.00,wait,16.214506,0.863586620139289
P,80.00,pop,5.185155,0.11314596103526658
P,80.00,rt,4.321645,0.08944281752683754
P,80.00,thr,1.198848,0.0026188943497568533
P,80.00,util,0.838110,0.0024044092169045795
P,80.00,wait,3.622439,0.0887707079313411
System,80.00,pop,34.426200,1.258111152406269
System,80.00,rt,28.658708,1.0016831648581566
System,80.00,thr,1.198842,0.002624959690101478
System,80.00,util,0.999200,1.1163726375883785E-4
A,81.00,pop,8.801782,0.2853529467622167
A,81.00,rt,2.443013,0.076002217374071
A,81.00,thr,3.596478,0.007321614144796453
A,81.00,util,0.898771,0.0022131097332294806
A,81.00,wait,2.193101,0.07583704017936532
B,81.00,pop,20.569148,1.091676033165311
B,81.00,rt,17.113554,0.8824039151301842
B,81.00,thr,1.198848,0.002554658450171688
B,81.00,util,0.957625,0.002660587086724242
B,81.00,wait,16.313802,0.8813839549816795
P,81.00,pop,5.184732,0.1136877325411178
P,81.00,rt,4.321242,0.08992766463157517
P,81.00,thr,1.198848,0.002619707804658555
P,81.00,util,0.838111,0.0024048434250391114
P,81.00,wait,3.622036,0.08925415840659473
System,81.00,pop,34.551045,1.2795890133568002
System,81.00,rt,28.761881,1.0198587259899585
System,81.00,thr,1.198842,0.002624973119157851
System,81.00,util,0.999202,1.1109891306892262E-4
A,82.00,pop,8.800918,0.28514944604467224
A,82.00,rt,2.442757,0.0759392810285696
A,82.00,thr,3.596478,0.007321610333673136
A,82.00,util,0.898774,0.0022130096938719583
A,82.00,wait,2.192844,0.07577460248018443
B,82.00,pop,20.636368,1.1085163517596368
B,82.00,rt,17.169247,0.8966173285324391
B,82.00,thr,1.198848,0.002555711555236032
B,82.00,util,0.957668,0.00266609030471769
B,82.00,wait,16.369495,0.8955949431712195
P,82.00,pop,5.183830,0.11318348977474953
P,82.00,rt,4.320486,0.08952972907686049
P,82.00,thr,1.198848,0.0026212179559092406
P,82.00,util,0.838111,0.0024058433022406314
P,82.00,wait,3.621280,0.08884713365190389
System,82.00,pop,34.616406,1.2932948420857524
System,82.00,rt,28.816049,1.03175751947619
System,82.00,thr,1.198842,0.0026259685100005615
System,82.00,util,0.999204,1.1020737726473151E-4
A,83.00,pop,8.802791,0.285056031988495
A,83.00,rt,2.443310,0.07594687519489886
A,83.00,thr,3.596476,0.007315815115837948
A,83.00,util,0.898773,0.0022116133984138807
A,83.00,wait,2.193397,0.07578057741108986
B,83.00,pop,20.684049,1.1157058193037905
B,83.00,rt,17.209075,0.9022622695089709
B,83.00,thr,1.198848,0.002554315391024974
B,83.00,util,0.957695,0.002665871786071965
B,83.00,wait,16.409322,0.901246507838303
P,83.00,pop,5.182783,0.11342372772890726
P,83.00,rt,4.319607,0.08970683573102506
P,83.00,thr,1.198849,0.0026227791696676077
P,83.00,util,0.838115,0.0024073581746361376
P,83.00,wait,3.620402,0.08902914917039909
System,83.00,pop,34.664990,1.2989417952097941
System,83.00,rt,28.856655,1.036164614121478
System,83.00,thr,1.198843,0.002628490394761972
System,83.00,util,0.999204,1.106179638836737E-4
A,84.00,pop,8.798520,0.2854623110883555
A,84.00,rt,2.442137,0.07606247223657937
A,84.00,thr,3.596477,0.007318029133813536
A,84.00,util,0.898772,0.002212739552194949
A,84.00,wait,2.192225,0.07589542053999981
B,84.00,pop,20.778151,1.138591635527693
B,84.00,rt,17.286524,0.920868958661452
B,84.00,thr,1.198848,0.0025537193269970235
B,84.00,util,0.957773,0.002672915618587874
B,84.00,wait,16.486772,0.91986330767446
P,84.00,pop,5.183219,0.11373411748233177
P,84.00,rt,4.319912,0.08984815347445747
P,84.00,thr,1.198849,0.002622370073676997
P,84.00,util,0.838110,0.0024067792845076275
P,84.00,wait,3.620707,0.08917820648209335
System,84.00,pop,34.755182,1.3229366566199479
System,84.00,rt,28.930899,1.0556108179860082
System,84.00,thr,1.198843,0.00262920047136441
System,84.00,util,0.999206,1.1009636050118618E-4
A,85.00,pop,8.797760,0.2864594174139951
A,85.00,rt,2.441929,0.07633411690788174
A,85.00,thr,3.596477,0.007317352847891864
A,85.00,util,0.898770,0.0022128514886231286
A,85.00,wait,2.192016,0.07616737831768283
B,85.00,pop,20.826477,1.14610570575007
B,85.00,rt,17.326813,0.9273639468360111
B,85.00,thr,1.198849,0.0025596301418565033
B,85.00,util,0.957811,0.002675529614120862
B,85.00,wait,16.527061,0.9263592884718885
P,85.00,pop,5.184429,0.11349069838125976
P,85.00,rt,4.320842,0.08966967038526416
P,85.00,thr,1.198850,0.0026282166332731107
P,85.00,util,0.838119,0.002409246864557176
P,85.00,wait,3.621636,0.08899969021982816
System,85.00,pop,34.804078,1.3302943789014883
System,85.00,rt,28.971494,1.0625059215655988
System,85.00,thr,1.198845,0.00263637207200969
System,85.00,util,0.999211,1.105594116741374E-4
A,86.00,pop,8.792151,0.2845867992992355
A,86.00,rt,2.440374,0.07581020267716321
A,86.00,thr,3.596477,0.007319685843368952
A,86.00,util,0.898770,0.0022150680728683252
A,86.00,wait,2.190462,0.07564311230757881
B,86.00,pop,20.889159,1.1597683566385102
B,86.00,rt,17.378729,0.9390183676577067
B,86.00,thr,1.198848,0.002554518787206823
B,86.00,util,0.957848,0.0026779927789957678
B,86.00,wait,16.578977,0.9380160176195884
P,86.00,pop,5.176690,0.11231305648983482
P,86.00,rt,4.314525,0.08885024192424536
P,86.00,thr,1.198849,0.002625931323626098
P,86.00,util,0.838117,0.002410010994765893
P,86.00,wait,3.615319,0.08817224755720157
System,86.00,pop,34.853623,1.3403937461410569
System,86.00,rt,29.012439,1.0710323280515224
System,86.00,thr,1.198844,0.002633784602304464
System,86.00,util,0.999205,1.0985756857670017E-4
A,87.00,pop,8.794986,0.2861492978016169
A,87.00,rt,2.441138,0.07623684027899337
A,87.00,thr,3.596477,0.007320465354523626
A,87.00,util,0.898770,0.00221517641484623
A,87.00,wait,2.191225,0.07606946890575772
B,87.00,pop,20.940855,1.1692004440003658
B,87.00,rt,17.421152,0.9463965030962909
B,87.00,thr,1.198848,0.0025541590188446197
B,87.00,util,0.957904,0.002680942913625637
B,87.00,wait,16.621400,0.9453988966540696
P,87.00,pop,5.174635,0.11167514467422068
P,87.00,rt,4.312779,0.08822019406386863
P,87.00,thr,1.198849,0.002624347922343506
P,87.00,util,0.838119,0.002409268570615066
P,87.00,wait,3.613573,0.08754244808463962
System,87.00,pop,34.905635,1.3508657057161066
System,87.00,rt,29.055402,1.0790038358211442
System,87.00,thr,1.198844,0.0026325186332909604
System,87.00,util,0.999208,1.1000634092027449E-4
A,88.00,pop,8.824077,0.29087933496461815
A,88.00,rt,2.449149,0.07752884455414476
A,88.00,thr,3.596482,0.007340801203334903
A,88.00,util,0.898773,0.002219185813117106
A,88.00,wait,2.199236,0.07736644180594665
B,88.00,pop,20.887231,1.1609948134160732
B,88.00,rt,17.376682,0.9386616695085935
B,88.00,thr,1.198849,0.0025585474283136645
B,88.00,util,0.957779,0.002669222632404398
B,88.00,wait,16.576930,0.9376850556886492
P,88.00,pop,5.180609,0.11293965976201095
P,88.00,rt,4.317750,0.08940915141427107
P,88.00,thr,1.198849,0.002625768992060989
P,88.00,util,0.838119,0.0024090157794203577
P,88.00,wait,3.618545,0.0887297713542448
System,88.00,pop,34.887391,1.3480896573039047
System,88.00,rt,29.039881,1.076288852977471
System,88.00,thr,1.198844,0.002633953033675387
System,88.00,util,0.999206,1.1008975259487266E-4
A,89.00,pop,8.799297,0.28889675318489244
A,89.00,rt,2.442287,0.07695580046565158
A,89.00,thr,3.596478,0.007322057187701053
A,89.00,util,0.898770,0.002216067111399066
A,89.00,wait,2.192374,0.07679070742974264
B,89.00,pop,21.010456,1.1863695319941385
B,89.00,rt,17.479010,0.9607206329524579
B,89.00,thr,1.198848,0.002556651074053088
B,89.00,util,0.957938,0.0026854108106028184
B,89.00,wait,16.679258,0.9597270929070987
P,89.00,pop,5.176191,0.11212612742509581
P,89.00,rt,4.314055,0.08856749833112992
P,89.00,thr,1.198850,0.00262692271826279
P,89.00,util,0.838121,0.002409369545445138
P,89.00,wait,3.614850,0.08788758510023296
System,89.00,pop,34.981394,1.3700297399982615
System,89.00,rt,29.117975,1.095432329951493
System,89.00,thr,1.198845,0.002635676038686705
System,89.00,util,0.999216,1.1010960273582316E-4
A,90.00,pop,8.800674,0.288737851580818
A,90.00,rt,2.442670,0.07691354115636127
A,90.00,thr,3.596478,0.007325757511254025
A,90.00,util,0.898771,0.0022155137928392323
A,90.00,wait,2.192758,0.07674742068248981
B,90.00,pop,21.056439,1.200542943716581
B,90.00,rt,17.516723,0.9722146993445765
B,90.00,thr,1.198849,0.00255713679372995
B,90.00,util,0.957957,0.002688263173426608
B,90.00,wait,16.716971,0.9712233529743409
P,90.00,pop,5.178735,0.11358292833815088
P,90.00,rt,4.316134,0.08972293850109356
P,90.00,thr,1.198850,0.002627905194222199
P,90.00,util,0.838123,0.0024083872204914325
P,90.00,wait,3.616928,0.08905224458284415
System,90.00,pop,35.030947,1.3841420116272782
System,90.00,rt,29.158914,1.1069183069382589
System,90.00,thr,1.198844,0.002635477632346049
System,90.00,util,0.999216,1.1029248324727382E-4
A,91.00,pop,8.801148,0.28837195692957207
A,91.00,rt,2.442810,0.07679374582752004
A,91.00,thr,3.596479,0.007328786861563296
A,91.00,util,0.898755,0.0022174412841295624
A,91.00,wait,2.192897,0.07662770010662832
B,91.00,pop,21.048822,1.212340860604
B,91.00,rt,17.509953,0.9819419704142244
B,91.00,thr,1.198849,0.002556997189310418
B,91.00,util,0.957893,0.0026927147580172238
B,91.00,wait,16.710201,0.9809513079015363
P,91.00,pop,5.176356,0.11185946533902508
P,91.00,rt,4.314160,0.08840740899748502
P,91.00,thr,1.198850,0.0026274913416407496
P,91.00,util,0.838122,0.0024085841186640066
P,91.00,wait,3.614955,0.08772508616614141
System,91.00,pop,35.021065,1.3951737771435253
System,91.00,rt,29.150589,1.116191265340443
System,91.00,thr,1.198844,0.0026352697462424758
System,91.00,util,0.999216,1.1017041668439536E-4
A,92.00,pop,8.796899,0.28891820489818726
A,92.00,rt,2.441617,0.07695066961878176
A,92.00,thr,3.596478,0.007322740354459422
A,92.00,util,0.898771,0.0022171578532128736
A,92.00,wait,2.191705,0.07678467460852655
B,92.00,pop,21.113751,1.2149261556442037
B,92.00,rt,17.564178,0.9847017372640459
B,92.00,thr,1.198848,0.002556438486392861
B,92.00,util,0.957998,0.0026908620691277916
B,92.00,wait,16.764425,0.9837102336123307
P,92.00,pop,5.177108,0.11276690012482639
P,92.00,rt,4.314771,0.08915870300085199
P,92.00,thr,1.198850,0.002627676117978249
P,92.00,util,0.838121,0.0024084496912872007
P,92.00,wait,3.615565,0.08848541376799697
System,92.00,pop,35.082739,1.3966946282841386
System,92.00,rt,29.201855,1.1177297083486508
System,92.00,thr,1.198845,0.00263598279896172
System,92.00,util,0.999217,1.1036961176473606E-4
A,93.00,pop,8.794296,0.2877383638464758
A,93.00,rt,2.440921,0.0766536097931472
A,93.00,thr,3.596478,0.007322437670235408
A,93.00,util,0.898771,0.002216025717883316
A,93.00,wait,2.191009,0.07648767143858601
B,93.00,pop,21.140141,1.2195997553625895
B,93.00,rt,17.586073,0.9877858981031259
B,93.00,thr,1.198848,0.0025555563084043277
B,93.00,util,0.958009,0.0026909575959803023
B,93.00,wait,16.786320,0.9868033190554218
P,93.00,pop,5.180457,0.11292125457306273
P,93.00,rt,4.317567,0.08933209073884738
P,93.00,thr,1.198850,0.0026270293309040298
P,93.00,util,0.838122,0.0024088345138282134
P,93.00,wait,3.618362,0.08865268309613022
System,93.00,pop,35.109931,1.4027866957673938
System,93.00,rt,29.224463,1.1220208884052787
System,93.00,thr,1.198845,0.0026360335925582046
System,93.00,util,0.999215,1.1022775479931607E-4
A,94.00,pop,8.798210,0.2881726148542366
A,94.00,rt,2.441998,0.07676294804349468
A,94.00,thr,3.596479,0.007328186146677784
A,94.00,util,0.898771,0.0022158290076859464
A,94.00,wait,2.192085,0.07659728546971688
B,94.00,pop,21.177301,1.232944978239109
B,94.00,rt,17.616908,0.9988371962477405
B,94.00,thr,1.198848,0.002555308712014524
B,94.00,util,0.958032,0.0026937722028938004
B,94.00,wait,16.817156,0.9978559344090105
P,94.00,pop,5.174252,0.1121548818564007
P,94.00,rt,4.312432,0.08870280309681236
P,94.00,thr,1.198849,0.0026268489201331517
P,94.00,util,0.838121,0.00240907336625145
P,94.00,wait,3.613227,0.0880174683591696
System,94.00,pop,35.144826,1.4154008290686613
System,94.00,rt,29.253387,1.1325852956519544
System,94.00,thr,1.198844,0.0026352922193846667
System,94.00,util,0.999217,1.1043194971610655E-4
A,95.00,pop,8.804287,0.29105439223972657
A,95.00,rt,2.443619,0.07749514813086177
A,95.00,thr,3.596479,0.007331567030906227
A,95.00,util,0.898770,0.002219461817909419
A,95.00,wait,2.193706,0.0773292037946789
B,95.00,pop,21.209229,1.2420429257118875
B,95.00,rt,17.643063,1.006577278848031
B,95.00,thr,1.198848,0.002556218444299911
B,95.00,util,0.958052,0.002695725763313133
B,95.00,wait,16.843311,1.005599799603568
P,95.00,pop,5.179259,0.11226476343876227
P,95.00,rt,4.316525,0.08873500982833776
P,95.00,thr,1.198850,0.0026280656117028405
P,95.00,util,0.838124,0.002410102606732765
P,95.00,wait,3.617320,0.08805403875894312
System,95.00,pop,35.187553,1.4273438343281295
System,95.00,rt,29.288485,1.1428250002334572
System,95.00,thr,1.198845,0.002636124321837716
System,95.00,util,0.999217,1.1045022665919547E-4
A,96.00,pop,8.832034,0.2965103025737015
A,96.00,rt,2.451229,0.07897348915647392
A,96.00,thr,3.596480,0.0073360842878368035
A,96.00,util,0.898772,0.00222035832543702
A,96.00,wait,2.201316,0.07881570337882149
B,96.00,pop,21.210407,1.2402230817813
B,96.00,rt,17.644011,1.0048577649741988
B,96.00,thr,1.198849,0.0025577588372907613
B,96.00,util,0.958031,0.00269540112498876
